,right,lat,lon,wealth,lively,beautiful,depressing,boring,unsafe
158,513f3214fdc9f0358700e036,52.503153,13.581407000000013,0.0,50.0,100.0,33.33333333333333,33.33333333333333,0.0
159,513f2c39fdc9f0358700d825,52.431018,13.385757000000012,66.66666666666666,33.33333333333333,,,,28.57142857142857
160,513f2f49fdc9f0358700dd5a,52.521442,13.384972999999944,66.66666666666666,25.0,33.33333333333333,66.66666666666666,66.66666666666666,33.33333333333333
161,513f2d6bfdc9f0358700da2f,52.413365,13.534631999999988,50.0,50.0,0.0,100.0,100.0,33.33333333333333
162,513f29e4fdc9f0358700d448,52.571457,13.391385000000014,66.66666666666666,50.0,100.0,100.0,100.0,66.66666666666666
163,513f2e16fdc9f0358700db57,52.521185,13.550520000000006,16.666666666666664,16.666666666666664,0.0,,,0.0
164,513f2c78fdc9f0358700d895,52.429804,13.499440999999932,0.0,25.0,,0.0,0.0,100.0
165,513f2fc6fdc9f0358700de2e,52.429368,13.33378700000003,0.0,75.0,0.0,50.0,50.0,57.14285714285714
166,513f2be2fdc9f0358700d797,52.567021,13.42004099999997,100.0,33.33333333333333,,0.0,0.0,33.33333333333333
167,513f2ac5fdc9f0358700d5c3,52.598299,13.35354899999993,50.0,50.0,0.0,,,18.181818181818183
168,513f2909fdc9f0358700d2cf,52.421297,13.241276999999968,100.0,50.0,0.0,50.0,50.0,0.0
169,513f2e87fdc9f0358700dc21,52.411573,13.385246000000052,50.0,50.0,,0.0,0.0,0.0
170,513f2b3ffdc9f0358700d68b,52.430847,13.528104999999982,0.0,50.0,100.0,0.0,0.0,37.5
171,513f2ed5fdc9f0358700dca6,52.447986,13.299213000000009,0.0,66.66666666666666,66.66666666666666,0.0,0.0,100.0
172,513f2959fdc9f0358700d34e,52.434207,13.407400999999936,66.66666666666666,57.14285714285714,,,,0.0
173,513f29e9fdc9f0358700d44d,52.600175,13.324194000000034,50.0,100.0,0.0,100.0,100.0,0.0
174,513f2d56fdc9f0358700da02,52.586452,13.306511999999998,0.0,25.0,0.0,50.0,50.0,0.0
175,513f2a90fdc9f0358700d565,52.454987,13.417771000000016,75.0,66.66666666666666,0.0,,,66.66666666666666
176,513f29ccfdc9f0358700d422,52.580261,13.301783999999998,0.0,66.66666666666666,33.33333333333333,0.0,0.0,
177,513f28a0fdc9f0358700d21c,52.594089,13.37321499999996,50.0,0.0,50.0,,,0.0
178,513f2af0fdc9f0358700d600,52.541054,13.24753899999996,25.0,100.0,0.0,,,0.0
179,513f2969fdc9f0358700d36f,52.581724,13.38934100000006,0.0,16.666666666666664,,0.0,0.0,33.33333333333333
180,513f302ffdc9f0358700dea2,52.592602,13.383235000000012,0.0,100.0,0.0,,,33.33333333333333
181,513f2be7fdc9f0358700d79f,52.53928,13.613638000000035,33.33333333333333,100.0,100.0,,,40.0
182,513f28cbfdc9f0358700d25a,52.584399,13.300433999999996,0.0,0.0,0.0,0.0,0.0,0.0
183,513f2980fdc9f0358700d3a2,52.563967,13.559279999999944,50.0,33.33333333333333,,100.0,100.0,0.0
184,513f2e53fdc9f0358700dbba,52.576541,13.517878999999994,33.33333333333333,100.0,50.0,100.0,100.0,50.0
185,513f2cc7fdc9f0358700d918,52.461075,13.38480100000004,50.0,50.0,100.0,25.0,25.0,0.0
186,513f2c0bfdc9f0358700d7df,52.540131,13.144586000000004,66.66666666666666,,0.0,0.0,0.0,50.0
187,513f2a74fdc9f0358700d53c,52.488121,13.445261999999955,0.0,25.0,100.0,0.0,0.0,33.33333333333333
188,513f2ddffdc9f0358700daf9,52.484012,13.335303000000067,33.33333333333333,41.66666666666667,100.0,,,100.0
189,513f29a7fdc9f0358700d3e5,52.566244,13.318888000000015,50.0,50.0,100.0,0.0,0.0,33.33333333333333
190,513f2b9afdc9f0358700d719,52.484402,13.507398999999964,50.0,50.0,100.0,71.42857142857143,71.42857142857143,100.0
191,513f2aabfdc9f0358700d593,52.451649,13.414806,0.0,100.0,33.33333333333333,50.0,50.0,88.88888888888889
192,513f31c3fdc9f0358700dfec,52.640053,13.29197499999998,33.33333333333333,0.0,100.0,33.33333333333333,33.33333333333333,0.0
193,513f2c97fdc9f0358700d8c6,52.499327,13.489678000000026,0.0,50.0,,,,87.5
194,513f2a8efdc9f0358700d562,52.539646,13.51311499999997,50.0,100.0,0.0,0.0,0.0,42.857142857142854
195,513f2af3fdc9f0358700d609,52.422008,13.348977999999988,33.33333333333333,33.33333333333333,50.0,,,
196,513f28dbfdc9f0358700d27a,52.607203,13.303920000000062,0.0,40.0,100.0,0.0,0.0,50.0
197,513f28a0fdc9f0358700d21f,52.388296,13.422935999999936,33.33333333333333,20.0,0.0,,,66.66666666666666
198,513f2bb1fdc9f0358700d743,52.503918,13.418258000000035,25.0,0.0,100.0,100.0,100.0,20.0
199,513f2f59fdc9f0358700dd78,52.535067,13.25330699999995,50.0,50.0,0.0,,,
200,513f297bfdc9f0358700d397,52.592051,13.288689999999974,33.33333333333333,25.0,,,,25.0
201,513f2d4afdc9f0358700d9ec,52.483357,13.59758499999998,0.0,100.0,0.0,,,60.0
202,513f3107fdc9f0358700df52,52.491118,13.506361999999967,0.0,37.5,0.0,0.0,0.0,0.0
203,513f30ccfdc9f0358700df24,52.594043,13.39618900000005,40.0,50.0,0.0,0.0,0.0,0.0
204,513f2e71fdc9f0358700dbf4,52.540971,13.470009000000005,60.0,25.0,,100.0,100.0,80.0
205,513f2a8afdc9f0358700d55b,52.432149,13.329012000000034,0.0,14.285714285714285,20.0,,,33.33333333333333
206,513f2bd3fdc9f0358700d777,52.526403,13.174293000000034,0.0,75.0,100.0,0.0,0.0,45.45454545454545
207,513f2e51fdc9f0358700dbb3,52.453688,13.336578000000031,0.0,50.0,100.0,50.0,50.0,0.0
208,513f2c2afdc9f0358700d80c,52.41084,13.55324399999995,100.0,33.33333333333333,33.33333333333333,,,37.5
209,513f2c98fdc9f0358700d8c7,52.520225,13.251657000000025,50.0,,66.66666666666666,50.0,50.0,100.0
210,513f2b9afdc9f0358700d71a,52.618272,13.367846999999983,100.0,33.33333333333333,33.33333333333333,100.0,100.0,33.33333333333333
211,513f2b87fdc9f0358700d6f5,52.4455,13.451485999999932,50.0,,33.33333333333333,50.0,50.0,33.33333333333333
212,513f307efdc9f0358700dee0,52.425318,13.37375499999996,0.0,0.0,0.0,100.0,100.0,50.0
213,513f2c94fdc9f0358700d8c1,52.544501,13.593526999999996,50.0,33.33333333333333,100.0,,,11.11111111111111
214,513f2c7ffdc9f0358700d8a1,52.514708,13.420162000000005,100.0,33.33333333333333,75.0,66.66666666666666,66.66666666666666,0.0
215,513f3250fdc9f0358700e065,52.566374,13.437789000000066,100.0,100.0,0.0,0.0,0.0,0.0
216,513f2d7ffdc9f0358700da56,52.47483,13.309578999999983,0.0,,0.0,0.0,0.0,0.0
217,513f2ba3fdc9f0358700d72a,52.528377,13.22088199999996,60.0,66.66666666666666,100.0,50.0,50.0,33.33333333333333
218,513f28a3fdc9f0358700d224,52.585748,13.300883,0.0,,40.0,,,100.0
219,513f2ae3fdc9f0358700d5ee,52.459361,13.370855000000006,33.33333333333333,0.0,40.0,,,100.0
220,513f2b2ffdc9f0358700d669,52.528861,13.64712499999996,63.63636363636363,42.857142857142854,20.0,100.0,100.0,66.66666666666666
221,513f2bf8fdc9f0358700d7ba,52.458641,13.447851000000014,50.0,25.0,66.66666666666666,0.0,0.0,12.5
222,513f301cfdc9f0358700de8f,52.493587,13.445263999999952,33.33333333333333,0.0,0.0,100.0,100.0,50.0
223,513f2c8efdc9f0358700d8b7,52.440704,13.33403199999998,0.0,50.0,,100.0,100.0,
224,513f2bc7fdc9f0358700d766,52.588932,13.321187000000007,0.0,0.0,,100.0,100.0,16.666666666666664
225,513f30d1fdc9f0358700df27,52.574036,13.421292999999991,0.0,50.0,50.0,100.0,100.0,25.0
226,513f2c1bfdc9f0358700d7f3,52.45566,13.47453900000005,33.33333333333333,66.66666666666666,50.0,100.0,100.0,16.666666666666664
227,513f2cdafdc9f0358700d936,52.469554,13.508021999999984,0.0,50.0,0.0,100.0,100.0,
228,513f2abdfdc9f0358700d5b2,52.528705,13.613704999999982,66.66666666666666,,66.66666666666666,50.0,50.0,16.666666666666664
229,513f2f5efdc9f0358700dd85,52.429659,13.303172000000018,100.0,0.0,0.0,,,33.33333333333333
230,513f3143fdc9f0358700df85,52.422706,13.301306999999952,25.0,100.0,0.0,25.0,25.0,0.0
231,513f2f39fdc9f0358700dd44,52.51811,13.34235000000001,100.0,50.0,,,,0.0
232,513f2e47fdc9f0358700dba7,52.48635,13.296695999999995,0.0,0.0,12.5,0.0,0.0,
233,513f2b72fdc9f0358700d6d3,52.515126,13.419665000000007,0.0,0.0,50.0,50.0,50.0,66.66666666666666
234,513f2ebffdc9f0358700dc85,52.4331,13.365398000000027,80.0,66.66666666666666,100.0,,,0.0
235,513f2d2bfdc9f0358700d9b5,52.509155,13.269098999999985,50.0,0.0,0.0,0.0,0.0,77.77777777777779
236,513f2f93fdc9f0358700ddd5,52.486418,13.39712499999996,66.66666666666666,0.0,100.0,50.0,50.0,0.0
237,513f2abffdc9f0358700d5b9,52.421239,13.278710000000046,0.0,25.0,,0.0,0.0,33.33333333333333
238,513f30b2fdc9f0358700df0b,52.602991,13.29521299999999,0.0,40.0,0.0,0.0,0.0,50.0
239,513f2d60fdc9f0358700da18,52.554125,13.408709999999928,0.0,0.0,50.0,50.0,50.0,50.0
240,513f2a33fdc9f0358700d4d0,52.4866,13.286201000000004,33.33333333333333,50.0,0.0,,,0.0
